filename,Score,nwords,b_concreteness,mcd,usf,v_nsubj_deltap_govcue,v_nsubj_deltap_depcue,v_nsubj_deltap_strgst,v_nsubj_MI,v_nsubj_T,v_dobj_deltap_govcue,v_dobj_deltap_depcue,v_dobj_deltap_strgst,v_dobj_MI,v_dobj_T,v_advmod_deltap_govcue,v_advmod_deltap_depcue,v_advmod_deltap_strgst,v_advmod_MI,v_advmod_T,n_amod_deltap_govcue,n_amod_deltap_depcue,n_amod_deltap_strgst,n_amod_MI,n_amod_T,amod_freq_log,advmod_freq_log,adv_manner_freq_log,mverb_freq_log,lex_mverb_freq_log,noun_freq_log,cw_lemma_freq_log,n_nnmod_deltap_govcue,n_nnmod_deltap_depcue,n_nnmod_deltap_strongest,n_nnmod_MI,n_nnmod_T,lemm_bg_deltap_w1cue,lemm_bg_deltap_w2cue,lemm_bg_deltap_strgst,lemm_bg_MI,lemm_bg_T,raw_bg_deltap_w1cue,raw_bg_deltap_w2cue,raw_bg_deltap_strgst,raw_bg_MI,raw_bg_T
Form1-20073092-Item2.txt,2.5,357,2.742741935,0.54699187,52.30578512,0.027201923,0.041767471,0.077154218,0.278109256,-0.304469957,0.019592387,0.133854049,0.14139842,1.429012751,23.50931704,0.011389507,0.010451765,0.026119308,0.190355332,-0.775010765,0.041139197,0.024613188,0.048446812,0.959188509,26.97474892,10.85931461,10.76308873,9.598509618,11.9777545,11.15108938,10.38418891,10.90645101,0.00076931,0.191578396,0.191578396,4.586730175,2.424538969,0.044902169,1.385270954,0.0753899,1.385270954,61.04986013,0.044966664,1.693272991,0.097096005,1.693272991,58.42730335
Form2-20073266-Item2.txt,4,348,2.720479452,0.964103448,25.98550725,0.045074968,0.107635343,0.126280593,0.702014765,96.5929831,0.015192267,0.05195866,0.053772928,1.640244411,19.68382949,0.010134323,0.012658075,0.022703653,0.369208501,11.57939449,0.063537564,0.076786576,0.097567002,2.073085201,43.96115788,9.919398788,10.6135839,10.39657068,10.80209609,9.642570504,10.4078287,10.33230971,0.00389224,0.001024396,0.00389224,0.401081129,3.220382419,0.05922164,1.673197798,0.112059332,1.673197798,76.08507846,0.058097571,1.941963778,0.129569584,1.941963778,69.41622856
Form2-20073099-Item2.txt,2.5,222,2.956052632,0.976146667,30.72972973,0.063927098,0.156225481,0.165549624,0.663593378,183.5962751,0.001323655,0.031073744,0.047762062,0.508051964,1.655917636,0.011135187,0.020033891,0.036553695,0.152806013,6.084412992,0.009813987,0.026178224,0.027121956,1.119690607,12.92506271,9.845035965,10.74503132,10.81904349,11.99626297,10.48135339,9.959464194,10.31918101,0,0,0,0,0,0.064579068,1.858478593,0.130251793,1.858478593,97.5960933,0.056191281,1.984618745,0.13617179,1.984618745,82.8616633
Form2-20073050-Item2.txt,2,278,3.18785124,0.656859649,41.8362069,0.0277024,0.018244965,0.042265425,0.37440474,20.61445907,0.064547045,0.061069186,0.101555865,1.88852639,15.52812591,0.002339353,0.017636826,0.018923394,0.149380348,4.472822968,0.04088692,0.030236853,0.048141862,1.4993423,32.98543423,10.80539568,9.677853377,9.539053021,11.23330787,10.94884979,10.27762477,10.63073103,0.009926318,0.010578445,0.010578445,2.66692133,5.345512245,0.047368801,1.621742741,0.114457551,1.621742741,84.13384504,0.064288083,1.82929704,0.155710134,1.82929704,88.35384127
Form2-20073320-Item2.txt,4,339,2.941904762,0.823341463,27.73109244,0.037260984,0.10127154,0.125220311,0.410141398,83.91167483,0.011850947,0.072490277,0.074060681,1.477918337,9.149173935,0.003629031,0.025027188,0.025530929,0.642009774,8.7317404,0.026003165,0.018177645,0.03045744,2.135085378,8.966495446,9.78084317,9.053905932,8.192498799,12.21004843,10.5204282,9.921960687,10.22743628,0,0,0,0,0,0.050579694,1.549249709,0.111551133,1.549249709,102.0639458,0.046504628,1.734025082,0.109594187,1.734025082,84.87505622
Form2-20073044-Item2.txt,3,258,2.858712871,0.84945,37.05050505,0.045281352,0.025537726,0.073252618,0.472903125,22.2844382,0.001522957,0.062422137,0.062855633,0.875582931,9.594285443,0.001377875,0.031854849,0.034373593,0.060304692,11.8020583,0.032891213,0.015290983,0.035253941,1.434079015,11.17258052,10.39019504,11.54410805,11.06662274,11.48172904,10.54900454,9.909239074,10.44697952,0,0,0,0,0,0.060769247,1.409380772,0.110135255,1.409380772,86.63223459,0.063198775,1.640828619,0.134591928,1.640828619,83.89058391
Form2-20073272-Item2.txt,4,290,2.962972973,0.806688679,35.70192308,0.028677238,0.102052986,0.113882497,0.673431012,70.8304243,0.002812593,0.100444249,0.102760914,1.465259646,11.92176972,0.017208138,0.037136664,0.038120546,0.724633529,7.327468969,0.06207082,0.016791126,0.065842401,1.877139925,10.79349509,9.809753719,10.35713491,10.09969601,12.33942229,10.8927593,9.770326914,10.2872148,0.06831298,0.143087118,0.143091549,2.809621882,19.94931385,0.05054082,1.629534051,0.102039628,1.629534051,83.12012254,0.052291279,1.863835162,0.112349517,1.863835162,79.51945511
Form1-20073279-Item2.txt,5,363,2.900625,0.675,40.64492754,0.030861351,0.053897551,0.090097382,0.513497777,15.02411197,0.017650252,0.07885498,0.082813824,1.649328634,23.29228242,0.020929819,0.051803423,0.057628772,0.914435278,20.48013687,0.087579605,0.042142906,0.109834252,2.800385697,25.85350639,9.228403404,9.700323361,10.1700689,11.76170072,10.84538313,10.16005156,10.59199006,0.211357231,0.041989265,0.211357231,4.308622983,21.9353084,0.049542993,1.337310304,0.082648893,1.337310304,56.75479904,0.045817027,1.545693831,0.086017192,1.545693831,51.67597013
Form1-20073109-Item2.txt,3.5,360,2.743070866,0.620645161,34.19834711,0.039678655,0.038231929,0.08418678,0.238174425,19.76861335,0.010563985,0.044963604,0.04507746,1.306834647,16.727853,0.005816771,0.015100689,0.019461321,0.270279192,7.914680066,0.031475105,0.014968408,0.036470529,1.615415337,19.2549294,9.815790435,10.71481515,9.092502698,11.71063523,10.8974124,9.947746012,10.44451828,0.251757407,0.056454656,0.277442752,4.343177542,17.33670136,0.046222844,1.60152512,0.079588217,1.60152512,74.1725334,0.045117484,1.848009035,0.087796109,1.848009035,66.83049819
Form2-20073208-Item2.txt,4,330,2.800692308,0.746937008,27.86507937,0.017519191,0.116783331,0.125208334,0.522806136,47.75996435,0.000730163,0.077232942,0.089897733,0.353802487,-21.3239532,0.010592433,0.049287325,0.051918638,0.472357245,19.96490958,0.0367852,0.003305193,0.037617073,0.910428157,8.292692032,10.69548496,9.795300679,10.77490904,12.20574306,10.87852466,10.16296639,10.66190601,0,0,0,0,0,0.070438994,1.457317863,0.129041361,1.457317863,91.674379,0.071190078,1.735744242,0.128499362,1.735744242,86.55893241
Form2-20073178-Item2.txt,3.5,306,2.848469388,0.811163265,24.77083333,0.063061815,0.082041668,0.136611094,0.591435035,51.67269963,0.005106802,0.031083086,0.033418107,1.643012145,9.501034631,0.004529815,0.046749509,0.053004948,0.153007832,12.93782076,0.05615931,0.011247258,0.05616278,1.652913202,24.39600236,10.94634022,10.56496484,10.66078161,12.32451658,10.93016016,9.580355074,10.45003335,0.007573179,0.000455503,0.007573179,0.574954447,1.664984371,0.055864918,1.473895743,0.109315572,1.473895743,95.37874297,0.064623982,1.669425074,0.124033094,1.669425074,89.1490583
Form1-20073125-Item2.txt,3.5,206,2.911012658,0.790405405,41.92207792,0.022279739,-0.015648232,0.026033046,0.249257254,-19.11533603,0.003195121,0.002975061,0.006639695,0.345211676,-4.738005895,0.002609689,0.017704121,0.021357756,0.272509714,1.27918913,0.056279569,0.040763825,0.069696642,2.427011705,31.02643877,9.293904016,9.944611938,8.8469285,11.62910905,10.71453938,9.672612929,10.24650002,0,0,0,0,0,0.063427715,1.540690902,0.100053637,1.540690902,76.27442065,0.056462304,1.752678167,0.092884606,1.752678167,70.14099099
Form1-20073063-Item2.txt,3.5,396,2.857591241,0.607426471,33.77443609,0.054140837,0.053338526,0.111044181,0.342271926,12.08342585,0.032190526,0.071775958,0.079266112,2.074532104,31.52747601,0.0245098,0.041975257,0.049908763,1.109385825,20.94913059,0.092575019,0.044702486,0.103804352,1.819272509,42.09290817,10.14833273,10.79916428,10.11212149,12.48601319,11.21597872,10.30368574,10.81805718,0.171073827,0.180964773,0.180964773,5.020001359,28.28997787,0.058388606,1.623877398,0.099891237,1.623877398,92.91709278,0.056997404,1.889335961,0.114801915,1.889335961,84.53103628
Form1-20073255-Item2.txt,3,335,2.984513274,0.623539823,39.13761468,0.036177952,-0.004218208,0.045884994,0.190205839,-29.72065871,0.012918178,0.044361564,0.050289114,0.963840495,15.72720724,0.014179974,0.024658568,0.037603535,0.626826009,4.043723015,0.10069822,0.009601958,0.10069822,1.429738905,23.04780124,11.12438996,10.81606848,9.831281337,12.15572265,11.23965047,10.28160682,10.89766101,0.031438624,0.087632629,0.102515436,3.239466254,8.642325222,0.048794774,1.290647345,0.079372658,1.290647345,70.23412474,0.048542002,1.515406312,0.093474848,1.515406312,60.81689238
Form2-20073068-Item2.txt,3,323,2.846585366,0.82002439,35.6446281,0.072547996,0.053226066,0.11078968,0.787935334,67.45514381,0.003223799,0.06370976,0.068058622,0.606319987,5.906084698,0.005055818,0.002690056,0.010345378,0.070337213,5.504731654,0.078757583,0.014822561,0.082574658,1.893541002,20.82999914,9.873346621,11.54526783,10.73651708,11.45140449,10.92571659,10.03330343,10.45109785,0.005518124,0.000538175,0.005518124,1.625286687,1.38268151,0.054343041,1.471221506,0.091085557,1.471221506,59.38283132,0.059171506,1.638635696,0.108926961,1.638635696,61.2088194
Form2-20073297-Item2.txt,2,138,3.101632653,0.623645833,57.63829787,0.100238646,0.079190147,0.157155463,0.952209946,74.37383465,0.002742047,0.006970141,0.010431251,0.494686602,2.726959316,0.003101396,0.010579157,0.01120263,0.225891382,8.92802145,0.012065819,0.009756552,0.012065819,1.892145191,12.62503745,10.24643241,10.12261746,10.20626371,11.45952928,10.46882015,10.6517748,10.76617707,0,0,0,0,0,0.041048979,1.429041755,0.09097296,1.429041755,90.13265562,0.052676332,1.704613327,0.114219559,1.704613327,92.63774538
Form2-20073318-Item2.txt,1,84,2.933870968,0.771967742,52.80645161,0.013483274,0.009854843,0.015117329,0.700869324,24.4502377,0.013661673,0.066202227,0.07180358,1.409341414,13.08865897,0.001470593,0.00022469,0.001925887,0.111928941,-0.410869066,0.045517369,0.060004071,0.068693547,1.889037713,47.10610235,11.06593169,10.65364446,0,10.59228607,10.03806156,10.50499794,10.75173901,0,0,0,0,0,0.047228549,1.808417831,0.095697275,1.808417831,86.41628236,0.047952253,1.852103633,0.111016426,1.852103633,87.34203244
Form1-20073019-Item2.txt,2.5,237,2.817865169,0.641482759,27.8045977,0.043683702,0.036818387,0.071391287,0.343427107,49.34053205,0.004012566,0.03268284,0.036138518,1.295207168,7.750261377,0.027021612,0.015822874,0.033127481,0.319421556,14.88938662,0.062279172,0.012492249,0.068294068,2.496723811,10.73488323,9.489286252,10.2002598,5.07390267,10.98718818,10.42362158,10.01290603,10.30253535,0.057241177,0.012592757,0.057241177,4.745325691,4.956538847,0.047383615,1.408737794,0.081761134,1.408737794,63.66098866,0.037771783,1.595641056,0.096952661,1.595641056,57.66785547
Form1-20073196-Item2.txt,4.5,376,2.812056738,0.728957447,42.13970588,0.050049545,0.073386078,0.120659413,0.45474116,55.85732963,0.011860048,0.045690338,0.045833821,0.955109295,15.84503906,0.040410285,0.051273009,0.07371721,1.080783527,29.96216586,0.03324617,0.004671493,0.033652459,1.457757019,12.49451771,10.85305327,10.658938,10.33200954,12.20887051,10.92275216,9.712524604,10.40610354,0,0,0,0,0,0.068097616,1.601355672,0.111638636,1.601355672,95.49784736,0.063342345,1.839417352,0.114193851,1.839417352,84.61002189
Form2-20073154-Item2.txt,3.5,261,2.878543689,0.688398058,32.84848485,0.095718794,0.116419134,0.182200775,0.69102426,123.6996446,0.003115171,0.039152139,0.039385564,1.110366526,8.148515301,0.010118019,0.044697448,0.044697448,0.327833361,32.18465332,0.013232548,0.001185827,0.014540733,0.02852143,2.688160795,10.88027347,10.21329973,7.142749281,12.48118357,11.16485673,10.15706131,10.48489397,0.088353978,0.465324965,0.465324965,3.429618258,21.66639398,0.062240697,1.473265335,0.111083148,1.473265335,95.28903622,0.058594455,1.682817109,0.117573519,1.682817109,85.53842997
Form2-20073012-Item2.txt,2.5,219,2.860625,0.7775,33.84615385,0.045536336,0.064355805,0.08932304,0.750289404,73.62643798,0.01984659,0.046493764,0.054776779,0.922329839,23.85162101,0.00598535,0.066034294,0.066034294,0.246280405,27.2848973,0.041093663,0.015408775,0.045460617,1.308708421,14.25805466,9.954230891,10.65634597,9.925102263,12.16534349,11.4978378,10.02067411,10.57958961,0.005787606,0.040202018,0.040202018,1.785262099,4.339581505,0.038148401,1.274595395,0.085792942,1.274595395,61.12077125,0.041010297,1.470951861,0.093171972,1.470951861,60.95903797
Form2-20073224-Item2.txt,5,415,2.759864865,0.947662069,17.55072464,0.033445082,0.03721996,0.074722713,0.265528875,19.79580114,0.003639103,0.010682962,0.013467299,0.929211559,3.871251958,0.021893739,0.066458809,0.07131917,1.147945303,32.5267392,0.044654298,0.00886079,0.045110102,1.56524698,12.06486541,9.268935975,9.114524012,8.75473486,11.42770239,10.42015606,9.651686016,10.05153337,0.009217932,0.011508119,0.011508119,2.111885575,7.086647336,0.051051837,1.47315055,0.092191789,1.47315055,72.30143758,0.055567535,1.748204082,0.106954819,1.748204082,67.3746774
Form2-20073230-Item2.txt,4,329,2.69992126,0.72208,30.63709677,0.048781925,0.119687052,0.134794492,0.691701099,115.4839272,0.045167587,0.090220001,0.115885852,1.714116414,20.46078377,0.01703773,0.01802789,0.028996928,0.427161564,13.4099529,0.034391348,0.012441491,0.035729969,1.502920479,19.82841335,10.53269001,10.75796065,10.63935458,11.96593945,10.99225768,10.64251269,10.97074646,0.00128718,0.001423498,0.001423498,0.430522658,2.156501943,0.054250333,1.573860764,0.087837661,1.573860764,86.40988159,0.046777012,1.7126917,0.093013538,1.7126917,73.27751033
Form2-20073189-Item2.txt,4.5,391,2.894052288,0.8458,36.18918919,0.0603942,0.063418531,0.106032618,0.557180855,73.19708361,0.007144737,0.218319833,0.223064412,2.102787758,13.78151869,0.009997321,0.050973606,0.057537445,0.395140835,15.35600374,0.060958499,0.076341704,0.1140808,1.790995178,34.58551493,10.75768705,10.45271145,9.640532205,11.72280717,10.75935197,10.47876823,10.7233906,0.00831703,0.004819777,0.009348962,1.053773859,1.535989483,0.062696255,1.515749323,0.110441104,1.515749323,73.93253275,0.06602574,1.759811299,0.129091597,1.759811299,70.44436382
Form2-20073140-Item2.txt,3.5,295,2.918135593,0.838206897,41.83185841,0.026798294,0.034746373,0.053949729,0.321351845,12.06204597,0.004718461,0.004669929,0.008950925,0.769927907,2.890247195,0.005129611,0.013507061,0.017390095,0.183066139,8.062292806,0.032039355,0.007019489,0.032898799,1.452110295,9.877284941,10.28110832,10.1308713,7.918628653,11.76365167,10.98688252,10.3368359,10.68966081,0.090848982,0.062311107,0.09160068,1.745435369,24.71225379,0.063600135,1.336789008,0.09849315,1.336789008,62.8768932,0.060853207,1.602589185,0.110454266,1.602589185,50.09149854
Form1-20073182-Item2.txt,4,263,2.70988764,0.773614458,38.72093023,0.052893289,0.050395149,0.102752068,0.680535077,29.87885958,0.040195559,0.110705558,0.117839648,2.260730371,39.96352067,0.031010314,0.029803937,0.052945739,0.747235412,23.23102296,0.049345505,0.045378261,0.079602803,2.259142504,24.72808386,9.122531404,10.81045725,11.06662274,11.57496186,10.64905154,10.02727923,10.44146085,0,0,0,0,0,0.062572951,1.473682706,0.094610846,1.473682706,76.84748915,0.06814044,1.802899894,0.109249341,1.802899894,65.67299113
